Country,Lat,Long,Date,Confirmed_cases,Dead,Recovered,Daily_case
Gambia,13.4432,-15.3101,2020-03-30,4,1,0,0
Gambia,13.4432,-15.3101,2020-03-31,4,1,0,0
Gambia,13.4432,-15.3101,2020-04-01,4,1,2,0
Gambia,13.4432,-15.3101,2020-04-02,4,1,2,0
Guinea,9.9456,-9.6966,2020-01-22,0,0,0,0
Guinea,9.9456,-9.6966,2020-01-23,0,0,0,0
Guinea,9.9456,-9.6966,2020-01-24,0,0,0,0
Guinea,9.9456,-9.6966,2020-01-25,0,0,0,0
Guinea,9.9456,-9.6966,2020-01-26,0,0,0,0
Guinea,9.9456,-9.6966,2020-01-27,0,0,0,0
Guinea,9.9456,-9.6966,2020-01-28,0,0,0,0
Guinea,9.9456,-9.6966,2020-01-29,0,0,0,0
Guinea,9.9456,-9.6966,2020-01-30,0,0,0,0
Guinea,9.9456,-9.6966,2020-01-31,0,0,0,0
Guinea,9.9456,-9.6966,2020-02-01,0,0,0,0
Guinea,9.9456,-9.6966,2020-02-02,0,0,0,0
Guinea,9.9456,-9.6966,2020-02-03,0,0,0,0
Guinea,9.9456,-9.6966,2020-02-04,0,0,0,0
Guinea,9.9456,-9.6966,2020-02-05,0,0,0,0
Guinea,9.9456,-9.6966,2020-02-06,0,0,0,0
Guinea,9.9456,-9.6966,2020-02-07,0,0,0,0
Guinea,9.9456,-9.6966,2020-02-08,0,0,0,0
Guinea,9.9456,-9.6966,2020-02-09,0,0,0,0
Guinea,9.9456,-9.6966,2020-02-10,0,0,0,0
Guinea,9.9456,-9.6966,2020-02-11,0,0,0,0
Guinea,9.9456,-9.6966,2020-02-12,0,0,0,0
Guinea,9.9456,-9.6966,2020-02-13,0,0,0,0
Guinea,9.9456,-9.6966,2020-02-14,0,0,0,0
Guinea,9.9456,-9.6966,2020-02-15,0,0,0,0
Guinea,9.9456,-9.6966,2020-02-16,0,0,0,0
Guinea,9.9456,-9.6966,2020-02-17,0,0,0,0
Guinea,9.9456,-9.6966,2020-02-18,0,0,0,0
Guinea,9.9456,-9.6966,2020-02-19,0,0,0,0
Guinea,9.9456,-9.6966,2020-02-20,0,0,0,0
Guinea,9.9456,-9.6966,2020-02-21,0,0,0,0
Guinea,9.9456,-9.6966,2020-02-22,0,0,0,0
Guinea,9.9456,-9.6966,2020-02-23,0,0,0,0
Guinea,9.9456,-9.6966,2020-02-24,0,0,0,0
Guinea,9.9456,-9.6966,2020-02-25,0,0,0,0
Guinea,9.9456,-9.6966,2020-02-26,0,0,0,0
Guinea,9.9456,-9.6966,2020-02-27,0,0,0,0
Guinea,9.9456,-9.6966,2020-02-28,0,0,0,0
Guinea,9.9456,-9.6966,2020-02-29,0,0,0,0
Guinea,9.9456,-9.6966,2020-03-01,0,0,0,0
Guinea,9.9456,-9.6966,2020-03-02,0,0,0,0
Guinea,9.9456,-9.6966,2020-03-03,0,0,0,0
Guinea,9.9456,-9.6966,2020-03-04,0,0,0,0
Guinea,9.9456,-9.6966,2020-03-05,0,0,0,0
Guinea,9.9456,-9.6966,2020-03-06,0,0,0,0
Guinea,9.9456,-9.6966,2020-03-07,0,0,0,0
Guinea,9.9456,-9.6966,2020-03-08,0,0,0,0
Guinea,9.9456,-9.6966,2020-03-09,0,0,0,0
Guinea,9.9456,-9.6966,2020-03-10,0,0,0,0
Guinea,9.9456,-9.6966,2020-03-11,0,0,0,0
Guinea,9.9456,-9.6966,2020-03-12,0,0,0,0
Guinea,9.9456,-9.6966,2020-03-13,1,0,0,1
Guinea,9.9456,-9.6966,2020-03-14,1,0,0,0
Guinea,9.9456,-9.6966,2020-03-15,1,0,0,0
Guinea,9.9456,-9.6966,2020-03-16,1,0,0,0
Guinea,9.9456,-9.6966,2020-03-17,1,0,0,0
Guinea,9.9456,-9.6966,2020-03-18,1,0,0,0
Guinea,9.9456,-9.6966,2020-03-19,1,0,0,0
Guinea,9.9456,-9.6966,2020-03-20,1,0,0,0
Guinea,9.9456,-9.6966,2020-03-21,2,0,0,1
Guinea,9.9456,-9.6966,2020-03-22,2,0,0,0
Guinea,9.9456,-9.6966,2020-03-23,4,0,0,2
Guinea,9.9456,-9.6966,2020-03-24,4,0,0,0
Guinea,9.9456,-9.6966,2020-03-25,4,0,0,0
Guinea,9.9456,-9.6966,2020-03-26,4,0,0,0
Guinea,9.9456,-9.6966,2020-03-27,8,0,0,4
Guinea,9.9456,-9.6966,2020-03-28,8,0,0,0
Guinea,9.9456,-9.6966,2020-03-29,16,0,0,8
Guinea,9.9456,-9.6966,2020-03-30,22,0,0,6
Guinea,9.9456,-9.6966,2020-03-31,22,0,0,0
Guinea,9.9456,-9.6966,2020-04-01,30,0,0,8
Guinea,9.9456,-9.6966,2020-04-02,52,0,0,22
Guinea-Bissau,11.8037,-15.1804,2020-01-22,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-01-23,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-01-24,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-01-25,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-01-26,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-01-27,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-01-28,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-01-29,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-01-30,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-01-31,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-02-01,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-02-02,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-02-03,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-02-04,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-02-05,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-02-06,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-02-07,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-02-08,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-02-09,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-02-10,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-02-11,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-02-12,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-02-13,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-02-14,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-02-15,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-02-16,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-02-17,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-02-18,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-02-19,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-02-20,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-02-21,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-02-22,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-02-23,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-02-24,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-02-25,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-02-26,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-02-27,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-02-28,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-02-29,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-03-01,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-03-02,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-03-03,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-03-04,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-03-05,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-03-06,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-03-07,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-03-08,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-03-09,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-03-10,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-03-11,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-03-12,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-03-13,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-03-14,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-03-15,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-03-16,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-03-17,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-03-18,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-03-19,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-03-20,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-03-21,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-03-22,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-03-23,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-03-24,0,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-03-25,2,0,0,2
Guinea-Bissau,11.8037,-15.1804,2020-03-26,2,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-03-27,2,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-03-28,2,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-03-29,2,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-03-30,8,0,0,6
Guinea-Bissau,11.8037,-15.1804,2020-03-31,8,0,0,0
Guinea-Bissau,11.8037,-15.1804,2020-04-01,9,0,0,1
Guinea-Bissau,11.8037,-15.1804,2020-04-02,9,0,0,0
Liberia,6.4281,-9.4295,2020-01-22,0,0,0,0
Liberia,6.4281,-9.4295,2020-01-23,0,0,0,0
Liberia,6.4281,-9.4295,2020-01-24,0,0,0,0
Liberia,6.4281,-9.4295,2020-01-25,0,0,0,0
Liberia,6.4281,-9.4295,2020-01-26,0,0,0,0
Liberia,6.4281,-9.4295,2020-01-27,0,0,0,0
Liberia,6.4281,-9.4295,2020-01-28,0,0,0,0
Liberia,6.4281,-9.4295,2020-01-29,0,0,0,0
Liberia,6.4281,-9.4295,2020-01-30,0,0,0,0
Liberia,6.4281,-9.4295,2020-01-31,0,0,0,0
Liberia,6.4281,-9.4295,2020-02-01,0,0,0,0
Liberia,6.4281,-9.4295,2020-02-02,0,0,0,0
Liberia,6.4281,-9.4295,2020-02-03,0,0,0,0
Liberia,6.4281,-9.4295,2020-02-04,0,0,0,0
Liberia,6.4281,-9.4295,2020-02-05,0,0,0,0
Liberia,6.4281,-9.4295,2020-02-06,0,0,0,0
Liberia,6.4281,-9.4295,2020-02-07,0,0,0,0
Liberia,6.4281,-9.4295,2020-02-08,0,0,0,0
Liberia,6.4281,-9.4295,2020-02-09,0,0,0,0
Liberia,6.4281,-9.4295,2020-02-10,0,0,0,0
Liberia,6.4281,-9.4295,2020-02-11,0,0,0,0
Liberia,6.4281,-9.4295,2020-02-12,0,0,0,0
Liberia,6.4281,-9.4295,2020-02-13,0,0,0,0
Liberia,6.4281,-9.4295,2020-02-14,0,0,0,0
Liberia,6.4281,-9.4295,2020-02-15,0,0,0,0
Liberia,6.4281,-9.4295,2020-02-16,0,0,0,0
Liberia,6.4281,-9.4295,2020-02-17,0,0,0,0
Liberia,6.4281,-9.4295,2020-02-18,0,0,0,0
Liberia,6.4281,-9.4295,2020-02-19,0,0,0,0
Liberia,6.4281,-9.4295,2020-02-20,0,0,0,0
Liberia,6.4281,-9.4295,2020-02-21,0,0,0,0
Liberia,6.4281,-9.4295,2020-02-22,0,0,0,0
Liberia,6.4281,-9.4295,2020-02-23,0,0,0,0
Liberia,6.4281,-9.4295,2020-02-24,0,0,0,0
Liberia,6.4281,-9.4295,2020-02-25,0,0,0,0
Liberia,6.4281,-9.4295,2020-02-26,0,0,0,0
Liberia,6.4281,-9.4295,2020-02-27,0,0,0,0
Liberia,6.4281,-9.4295,2020-02-28,0,0,0,0
Liberia,6.4281,-9.4295,2020-02-29,0,0,0,0
Liberia,6.4281,-9.4295,2020-03-01,0,0,0,0
Liberia,6.4281,-9.4295,2020-03-02,0,0,0,0
Liberia,6.4281,-9.4295,2020-03-03,0,0,0,0
Liberia,6.4281,-9.4295,2020-03-04,0,0,0,0
Liberia,6.4281,-9.4295,2020-03-05,0,0,0,0
Liberia,6.4281,-9.4295,2020-03-06,0,0,0,0
Liberia,6.4281,-9.4295,2020-03-07,0,0,0,0
Liberia,6.4281,-9.4295,2020-03-08,0,0,0,0
Liberia,6.4281,-9.4295,2020-03-09,0,0,0,0
Liberia,6.4281,-9.4295,2020-03-10,0,0,0,0
Liberia,6.4281,-9.4295,2020-03-11,0,0,0,0
Liberia,6.4281,-9.4295,2020-03-12,0,0,0,0
Liberia,6.4281,-9.4295,2020-03-13,0,0,0,0
Liberia,6.4281,-9.4295,2020-03-14,0,0,0,0
Liberia,6.4281,-9.4295,2020-03-15,0,0,0,0
Liberia,6.4281,-9.4295,2020-03-16,1,0,0,1
Liberia,6.4281,-9.4295,2020-03-17,1,0,0,0
Liberia,6.4281,-9.4295,2020-03-18,2,0,0,1
Liberia,6.4281,-9.4295,2020-03-19,2,0,0,0
Liberia,6.4281,-9.4295,2020-03-20,2,0,0,0
Liberia,6.4281,-9.4295,2020-03-21,3,0,0,1
Liberia,6.4281,-9.4295,2020-03-22,3,0,0,0
Liberia,6.4281,-9.4295,2020-03-23,3,0,0,0
Liberia,6.4281,-9.4295,2020-03-24,3,0,0,0
Liberia,6.4281,-9.4295,2020-03-25,3,0,0,0
Liberia,6.4281,-9.4295,2020-03-26,3,0,0,0
Liberia,6.4281,-9.4295,2020-03-27,3,0,0,0
Liberia,6.4281,-9.4295,2020-03-28,3,0,0,0
Liberia,6.4281,-9.4295,2020-03-29,3,0,0,0
Liberia,6.4281,-9.4295,2020-03-30,3,0,0,0
Liberia,6.4281,-9.4295,2020-03-31,3,0,0,0
Liberia,6.4281,-9.4295,2020-04-01,6,0,0,3
Liberia,6.4281,-9.4295,2020-04-02,6,0,0,0
Mali,17.570692,-3.996166000000001,2020-01-22,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-01-23,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-01-24,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-01-25,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-01-26,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-01-27,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-01-28,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-01-29,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-01-30,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-01-31,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-02-01,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-02-02,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-02-03,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-02-04,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-02-05,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-02-06,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-02-07,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-02-08,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-02-09,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-02-10,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-02-11,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-02-12,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-02-13,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-02-14,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-02-15,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-02-16,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-02-17,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-02-18,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-02-19,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-02-20,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-02-21,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-02-22,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-02-23,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-02-24,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-02-25,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-02-26,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-02-27,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-02-28,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-02-29,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-03-01,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-03-02,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-03-03,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-03-04,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-03-05,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-03-06,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-03-07,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-03-08,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-03-09,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-03-10,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-03-11,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-03-12,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-03-13,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-03-14,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-03-15,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-03-16,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-03-17,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-03-18,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-03-19,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-03-20,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-03-21,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-03-22,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-03-23,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-03-24,0,0,0,0
Mali,17.570692,-3.996166000000001,2020-03-25,2,0,0,2
Mali,17.570692,-3.996166000000001,2020-03-26,4,0,0,2
Mali,17.570692,-3.996166000000001,2020-03-27,11,0,0,7
Mali,17.570692,-3.996166000000001,2020-03-28,18,0,0,7
Mali,17.570692,-3.996166000000001,2020-03-29,18,1,0,0
Mali,17.570692,-3.996166000000001,2020-03-30,25,2,0,7
Mali,17.570692,-3.996166000000001,2020-03-31,28,2,0,3
Mali,17.570692,-3.996166000000001,2020-04-01,31,3,0,3
Mali,17.570692,-3.996166000000001,2020-04-02,36,3,0,5
Niger,17.6078,8.0817,2020-01-22,0,0,0,0
Niger,17.6078,8.0817,2020-01-23,0,0,0,0
Niger,17.6078,8.0817,2020-01-24,0,0,0,0
Niger,17.6078,8.0817,2020-01-25,0,0,0,0
Niger,17.6078,8.0817,2020-01-26,0,0,0,0
Niger,17.6078,8.0817,2020-01-27,0,0,0,0
Niger,17.6078,8.0817,2020-01-28,0,0,0,0
Niger,17.6078,8.0817,2020-01-29,0,0,0,0
Niger,17.6078,8.0817,2020-01-30,0,0,0,0
Niger,17.6078,8.0817,2020-01-31,0,0,0,0
Niger,17.6078,8.0817,2020-02-01,0,0,0,0
Niger,17.6078,8.0817,2020-02-02,0,0,0,0
Niger,17.6078,8.0817,2020-02-03,0,0,0,0
Niger,17.6078,8.0817,2020-02-04,0,0,0,0
Niger,17.6078,8.0817,2020-02-05,0,0,0,0
Niger,17.6078,8.0817,2020-02-06,0,0,0,0
Niger,17.6078,8.0817,2020-02-07,0,0,0,0
Niger,17.6078,8.0817,2020-02-08,0,0,0,0
Niger,17.6078,8.0817,2020-02-09,0,0,0,0
Niger,17.6078,8.0817,2020-02-10,0,0,0,0
Niger,17.6078,8.0817,2020-02-11,0,0,0,0
Niger,17.6078,8.0817,2020-02-12,0,0,0,0
Niger,17.6078,8.0817,2020-02-13,0,0,0,0
Niger,17.6078,8.0817,2020-02-14,0,0,0,0
Niger,17.6078,8.0817,2020-02-15,0,0,0,0
Niger,17.6078,8.0817,2020-02-16,0,0,0,0
Niger,17.6078,8.0817,2020-02-17,0,0,0,0
Niger,17.6078,8.0817,2020-02-18,0,0,0,0
Niger,17.6078,8.0817,2020-02-19,0,0,0,0
Niger,17.6078,8.0817,2020-02-20,0,0,0,0
Niger,17.6078,8.0817,2020-02-21,0,0,0,0
Niger,17.6078,8.0817,2020-02-22,0,0,0,0
Niger,17.6078,8.0817,2020-02-23,0,0,0,0
Niger,17.6078,8.0817,2020-02-24,0,0,0,0
Niger,17.6078,8.0817,2020-02-25,0,0,0,0
Niger,17.6078,8.0817,2020-02-26,0,0,0,0
Niger,17.6078,8.0817,2020-02-27,0,0,0,0
Niger,17.6078,8.0817,2020-02-28,0,0,0,0
Niger,17.6078,8.0817,2020-02-29,0,0,0,0
Niger,17.6078,8.0817,2020-03-01,0,0,0,0
Niger,17.6078,8.0817,2020-03-02,0,0,0,0
Niger,17.6078,8.0817,2020-03-03,0,0,0,0
Niger,17.6078,8.0817,2020-03-04,0,0,0,0
Niger,17.6078,8.0817,2020-03-05,0,0,0,0
Niger,17.6078,8.0817,2020-03-06,0,0,0,0
Niger,17.6078,8.0817,2020-03-07,0,0,0,0
Niger,17.6078,8.0817,2020-03-08,0,0,0,0
Niger,17.6078,8.0817,2020-03-09,0,0,0,0
Niger,17.6078,8.0817,2020-03-10,0,0,0,0
Niger,17.6078,8.0817,2020-03-11,0,0,0,0
Niger,17.6078,8.0817,2020-03-12,0,0,0,0
Niger,17.6078,8.0817,2020-03-13,0,0,0,0
Niger,17.6078,8.0817,2020-03-14,0,0,0,0
Niger,17.6078,8.0817,2020-03-15,0,0,0,0
Niger,17.6078,8.0817,2020-03-16,0,0,0,0
Niger,17.6078,8.0817,2020-03-17,0,0,0,0
Niger,17.6078,8.0817,2020-03-18,0,0,0,0
Niger,17.6078,8.0817,2020-03-19,0,0,0,0
Niger,17.6078,8.0817,2020-03-20,1,0,0,1
Niger,17.6078,8.0817,2020-03-21,1,0,0,0
Niger,17.6078,8.0817,2020-03-22,2,0,0,1
Niger,17.6078,8.0817,2020-03-23,3,0,0,1
Niger,17.6078,8.0817,2020-03-24,3,0,0,0
Niger,17.6078,8.0817,2020-03-25,7,1,0,4
Niger,17.6078,8.0817,2020-03-26,10,1,0,3
Niger,17.6078,8.0817,2020-03-27,10,1,0,0
Niger,17.6078,8.0817,2020-03-28,10,1,0,0
Niger,17.6078,8.0817,2020-03-29,18,1,0,8
Niger,17.6078,8.0817,2020-03-30,27,3,0,9
Niger,17.6078,8.0817,2020-03-31,27,3,0,0
Niger,17.6078,8.0817,2020-04-01,74,5,0,47
Niger,17.6078,8.0817,2020-04-02,98,5,0,24
Nigeria,9.082,8.6753,2020-01-22,0,0,0,0
Nigeria,9.082,8.6753,2020-01-23,0,0,0,0
Nigeria,9.082,8.6753,2020-01-24,0,0,0,0
Nigeria,9.082,8.6753,2020-01-25,0,0,0,0
Nigeria,9.082,8.6753,2020-01-26,0,0,0,0
Nigeria,9.082,8.6753,2020-01-27,0,0,0,0
Nigeria,9.082,8.6753,2020-01-28,0,0,0,0
Nigeria,9.082,8.6753,2020-01-29,0,0,0,0
Nigeria,9.082,8.6753,2020-01-30,0,0,0,0
Nigeria,9.082,8.6753,2020-01-31,0,0,0,0
Nigeria,9.082,8.6753,2020-02-01,0,0,0,0
Nigeria,9.082,8.6753,2020-02-02,0,0,0,0
Nigeria,9.082,8.6753,2020-02-03,0,0,0,0
Nigeria,9.082,8.6753,2020-02-04,0,0,0,0
Nigeria,9.082,8.6753,2020-02-05,0,0,0,0
Nigeria,9.082,8.6753,2020-02-06,0,0,0,0
Nigeria,9.082,8.6753,2020-02-07,0,0,0,0
Nigeria,9.082,8.6753,2020-02-08,0,0,0,0
Nigeria,9.082,8.6753,2020-02-09,0,0,0,0
Nigeria,9.082,8.6753,2020-02-10,0,0,0,0
Nigeria,9.082,8.6753,2020-02-11,0,0,0,0
Nigeria,9.082,8.6753,2020-02-12,0,0,0,0
Nigeria,9.082,8.6753,2020-02-13,0,0,0,0
Nigeria,9.082,8.6753,2020-02-14,0,0,0,0
Nigeria,9.082,8.6753,2020-02-15,0,0,0,0
Nigeria,9.082,8.6753,2020-02-16,0,0,0,0
Nigeria,9.082,8.6753,2020-02-17,0,0,0,0
Nigeria,9.082,8.6753,2020-02-18,0,0,0,0
Nigeria,9.082,8.6753,2020-02-19,0,0,0,0
Nigeria,9.082,8.6753,2020-02-20,0,0,0,0
Nigeria,9.082,8.6753,2020-02-21,0,0,0,0
Nigeria,9.082,8.6753,2020-02-22,0,0,0,0
Nigeria,9.082,8.6753,2020-02-23,0,0,0,0
Nigeria,9.082,8.6753,2020-02-24,0,0,0,0
Nigeria,9.082,8.6753,2020-02-25,0,0,0,0
Nigeria,9.082,8.6753,2020-02-26,0,0,0,0
Nigeria,9.082,8.6753,2020-02-27,0,0,0,0
Nigeria,9.082,8.6753,2020-02-28,1,0,0,1
Nigeria,9.082,8.6753,2020-02-29,1,0,0,0
Nigeria,9.082,8.6753,2020-03-01,1,0,0,0
Nigeria,9.082,8.6753,2020-03-02,1,0,0,0
Nigeria,9.082,8.6753,2020-03-03,1,0,0,0
Nigeria,9.082,8.6753,2020-03-04,1,0,0,0
Nigeria,9.082,8.6753,2020-03-05,1,0,0,0
Nigeria,9.082,8.6753,2020-03-06,1,0,0,0
Nigeria,9.082,8.6753,2020-03-07,1,0,0,0
Nigeria,9.082,8.6753,2020-03-08,1,0,0,0
Nigeria,9.082,8.6753,2020-03-09,2,0,0,1
Nigeria,9.082,8.6753,2020-03-10,2,0,0,0
Nigeria,9.082,8.6753,2020-03-11,2,0,0,0
Nigeria,9.082,8.6753,2020-03-12,2,0,0,0
Nigeria,9.082,8.6753,2020-03-13,2,0,0,0
Nigeria,9.082,8.6753,2020-03-14,2,0,0,0
Nigeria,9.082,8.6753,2020-03-15,2,0,0,0
Nigeria,9.082,8.6753,2020-03-16,2,0,0,0
Nigeria,9.082,8.6753,2020-03-17,3,0,0,1
Nigeria,9.082,8.6753,2020-03-18,8,0,1,5
Nigeria,9.082,8.6753,2020-03-19,8,0,1,0
Nigeria,9.082,8.6753,2020-03-20,12,0,1,4
Nigeria,9.082,8.6753,2020-03-21,22,0,1,10
Nigeria,9.082,8.6753,2020-03-22,30,0,2,8
Nigeria,9.082,8.6753,2020-03-23,40,1,2,10
Nigeria,9.082,8.6753,2020-03-24,44,1,2,4
Nigeria,9.082,8.6753,2020-03-25,51,1,2,7
Nigeria,9.082,8.6753,2020-03-26,65,1,2,14
Nigeria,9.082,8.6753,2020-03-27,70,1,3,5
Nigeria,9.082,8.6753,2020-03-28,89,1,3,19
Nigeria,9.082,8.6753,2020-03-29,111,1,3,22
Nigeria,9.082,8.6753,2020-03-30,131,2,8,20
Nigeria,9.082,8.6753,2020-03-31,135,2,8,4
Nigeria,9.082,8.6753,2020-04-01,174,2,9,39
Nigeria,9.082,8.6753,2020-04-02,184,2,20,10
Sierra Leone,8.460555000000001,-11.779889,2020-01-22,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-01-23,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-01-24,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-01-25,0,0,0,0
